image_name,Type_1,Type_2,Type_3
0.jpg,0.2262398451566696,0.9737116694450378,0.1631505936384201
1.jpg,0.17024001479148865,1.0,0.11619538068771362
10.jpg,0.7874249219894409,0.7359509468078613,0.0771663635969162
100.jpg,0.4913038909435272,0.9498937726020812,0.09169472008943558
101.jpg,0.21862229704856875,0.9933916926383972,0.125925675034523
102.jpg,0.17527571320533752,0.9996334314346312,0.1328909993171692
103.jpg,0.12351954728364944,0.9642257690429688,0.3766461610794067
104.jpg,0.12411665171384813,0.8590993285179138,0.5430523157119751
105.jpg,0.06498420238494873,0.274617463350296,0.9969227313995358
106.jpg,0.25050589442253113,0.9945071339607242,0.1040162518620491
107.jpg,0.0716705173254013,0.3168714940547943,0.9928544163703918
108.jpg,0.07948382198810577,0.5440056324005127,0.955381453037262
109.jpg,0.06389038264751434,0.2022048383951187,0.9994474053382874
11.jpg,0.07034244388341904,0.2788688838481903,0.9788458943367004
110.jpg,0.1920231580734253,0.9998560547828674,0.12469610571861267
111.jpg,0.0878414511680603,0.780159592628479,0.7946649193763733
112.jpg,0.07264123111963272,0.3255075812339783,0.9832680821418762
113.jpg,0.06996234506368637,0.3915114700794221,0.9765158891677856
114.jpg,0.07280024141073227,0.4257585108280182,0.9844872355461121
115.jpg,0.21933697164058685,1.0,0.09685377776622772
116.jpg,0.16655509173870087,0.7101932764053345,0.5730490684509277
117.jpg,0.622514545917511,0.8195253610610962,0.10516098886728288
118.jpg,0.05947984382510185,0.1906271129846573,0.9999067187309264
119.jpg,0.7328997850418091,0.7089362144470215,0.10165119916200638
12.jpg,0.07740867882966995,0.4545529186725617,0.9820929765701294
120.jpg,0.254498302936554,0.9999999403953552,0.08702053874731064
121.jpg,0.11011733114719392,0.9908306002616882,0.2982746660709381
122.jpg,0.05996059998869896,0.19333107769489288,0.9997864365577698
123.jpg,0.7607421278953552,0.747440755367279,0.0974094420671463
124.jpg,0.061878703534603126,0.16982220113277435,0.999995231628418
125.jpg,0.1088114082813263,0.7104184627532959,0.7786158919334412
126.jpg,0.1400914043188095,0.9828686118125916,0.2197064757347107
127.jpg,0.16289034485816956,0.9408788084983826,0.2754377424716949
128.jpg,0.7361036539077759,0.7757136225700378,0.10059144347906113
129.jpg,0.6839724779129028,0.811283528804779,0.10562461614608763
13.jpg,0.09541190415620804,0.9403492212295532,0.490825355052948
130.jpg,0.4482545852661133,0.951305091381073,0.10478321462869644
131.jpg,0.07048219442367554,0.2992096245288849,0.9964925050735474
132.jpg,0.15379592776298526,0.9525578618049622,0.2834665775299072
133.jpg,0.05718513578176498,0.18579073250293726,0.9998067021369934
134.jpg,0.20420764386653895,0.999525249004364,0.10645682364702223
135.jpg,0.13693352043628693,0.9987486004829408,0.17494182288646698
136.jpg,0.2009702175855637,0.9988820552825928,0.1052684336900711
137.jpg,0.08904482424259186,0.6346842050552368,0.8430156111717224
138.jpg,0.11721201241016388,0.6805629730224609,0.7759114503860474
139.jpg,0.7512911558151245,0.7493867278099059,0.1035636141896248
14.jpg,0.14765538275241852,1.0,0.15030096471309662
140.jpg,0.17456887662410736,0.9999998211860656,0.13700684905052185
141.jpg,0.08089685440063478,0.7383033037185669,0.8421175479888916
142.jpg,0.7754698395729065,0.7347932457923889,0.09161023795604706
143.jpg,0.07972827553749083,0.7469189167022705,0.8663370013237
144.jpg,0.3002311587333679,0.9966621994972228,0.09594409167766572
145.jpg,0.365850567817688,0.8395160436630249,0.184506431221962
146.jpg,0.5238545536994934,0.9243810772895812,0.09828852862119676
147.jpg,0.079367995262146,0.5913942456245422,0.929686963558197
148.jpg,0.6718875169754028,0.7700586915016174,0.11701279133558272
149.jpg,0.6372134685516357,0.750433087348938,0.123288132250309
15.jpg,0.07646161317825317,0.5693803429603577,0.9360411763191224
150.jpg,0.5888713002204895,0.8376638889312744,0.12310221791267395
151.jpg,0.07032175362110138,0.3192813396453857,0.9804608821868896
152.jpg,0.09223873913288116,0.7216042876243591,0.8120537400245667
153.jpg,0.06545174866914749,0.2556373178958893,0.9981381893157959
154.jpg,0.7842190265655518,0.7260372638702393,0.08764014393091203
155.jpg,0.6205036044120789,0.7898711562156677,0.12420866638422012
156.jpg,0.07200926542282103,0.3375057578086853,0.991713285446167
157.jpg,0.2921169698238373,0.9777196645736694,0.12155930697917935
158.jpg,0.08208375424146652,0.3849889636039734,0.976734697818756
159.jpg,0.4493263959884644,0.8668728470802307,0.14132386445999146
16.jpg,0.30380332469940186,0.9897711277008056,0.11270522326231006
160.jpg,0.7519670128822327,0.7602372765541077,0.09493811428546907
161.jpg,0.08051173388957977,0.6753963828086853,0.8446136116981506
162.jpg,0.07053843140602112,0.3459616303443909,0.9925087690353394
163.jpg,0.3205767571926117,0.9587685465812684,0.11938360333442688
164.jpg,0.17077744007110596,0.9999999403953552,0.12025953829288485
165.jpg,0.8281354904174805,0.6966872811317444,0.05770043283700942
166.jpg,0.5254023671150208,0.7076632976531982,0.18477408587932587
167.jpg,0.06654004752635956,0.2485020011663437,0.9927533864974976
168.jpg,0.6819635033607483,0.7599808573722839,0.1112641617655754
169.jpg,0.7232637405395508,0.7508362531661987,0.11114749312400818
17.jpg,0.6608901619911194,0.7865965366363525,0.1159769892692566
170.jpg,0.12192831933498385,0.8549481630325317,0.551277220249176
171.jpg,0.06515433639287949,0.2472649663686753,0.998773455619812
172.jpg,0.4580004811286926,0.7879435420036316,0.16288737952709198
173.jpg,0.07593843340873717,0.5366071462631226,0.9642982482910156
174.jpg,0.529078483581543,0.822971522808075,0.1370384246110916
175.jpg,0.06915778666734695,0.4554700553417206,0.9852911233901978
176.jpg,0.16619963943958282,0.7930294871330261,0.4807410538196564
177.jpg,0.7112088799476624,0.8330449461936951,0.05954312533140184
178.jpg,0.06494492292404175,0.21736326813697807,0.9984145760536194
179.jpg,0.7568243145942688,0.7250258922576904,0.09876400232315063
18.jpg,0.8044772744178772,0.743920624256134,0.0686950832605362
180.jpg,0.059535413980484016,0.18224142491817474,0.999966025352478
181.jpg,0.10943041741847992,0.9791770577430724,0.3833265900611877
182.jpg,0.06513233482837677,0.2693357765674591,0.9967791438102722
183.jpg,0.21875709295272827,1.0,0.10116419196128844
184.jpg,0.06844505667686462,0.2928209602832794,0.9800686836242676
185.jpg,0.7400563359260559,0.759404182434082,0.06228176131844521
186.jpg,0.3119378387928009,0.9954484701156616,0.08779323101043701
187.jpg,0.06951142847537994,0.30211958289146423,0.9967684745788574
188.jpg,0.11565127968788147,0.8784295320510864,0.5158973336219788
189.jpg,0.1424720287322998,0.9782895445823668,0.2243909835815429
19.jpg,0.06551677733659744,0.22334949672222132,0.9979439973831176
190.jpg,0.2119743525981903,0.9992272257804872,0.11434726417064668
191.jpg,0.07689905911684036,0.4350002408027649,0.9791494011878968
192.jpg,0.07476010173559189,0.5513436198234558,0.9507754445075988
193.jpg,0.5663806200027466,0.766890287399292,0.1368173360824585
194.jpg,0.07861848175525665,0.4448927640914917,0.9549293518066406
195.jpg,0.12503638863563538,0.9939032196998596,0.24625955522060394
196.jpg,0.7661635279655457,0.7174057364463806,0.09843261539936066
197.jpg,0.7426177859306335,0.7584189176559448,0.102764330804348
198.jpg,0.09345848858356476,0.4319367706775665,0.9431456923484802
199.jpg,0.1575348824262619,0.9845559000968932,0.222327321767807
2.jpg,0.5098488926887512,0.8832269906997681,0.11591767519712448
20.jpg,0.7759028673171997,0.7232097387313843,0.09121442586183548
200.jpg,0.17268848419189453,0.9618878364562988,0.2163511961698532
201.jpg,0.5542839169502258,0.877236545085907,0.11240001767873764
